uid,day,week_per_uid
t0010@sreflect,2024-03-22,7
t0010@sreflect,2024-03-23,7
t0010@sreflect,2024-03-24,7
t0010@sreflect,2024-03-25,7
t0011@sreflect,2024-02-06,1
t0011@sreflect,2024-02-07,1
t0011@sreflect,2024-02-08,1
t0011@sreflect,2024-02-09,1
t0011@sreflect,2024-02-10,1
t0011@sreflect,2024-02-11,1
t0011@sreflect,2024-02-12,1
t0011@sreflect,2024-02-13,2
t0011@sreflect,2024-02-14,2
t0011@sreflect,2024-02-15,2
t0011@sreflect,2024-02-16,2
t0011@sreflect,2024-02-17,2
t0011@sreflect,2024-02-18,2
t0011@sreflect,2024-02-19,2
t0011@sreflect,2024-02-20,3
t0011@sreflect,2024-02-21,3
t0011@sreflect,2024-02-22,3
t0011@sreflect,2024-02-23,3
t0011@sreflect,2024-02-24,3
t0011@sreflect,2024-02-25,3
t0011@sreflect,2024-02-26,3
t0011@sreflect,2024-02-27,4
t0011@sreflect,2024-02-28,4
t0011@sreflect,2024-02-29,4
t0011@sreflect,2024-03-01,4
t0011@sreflect,2024-03-02,4
t0011@sreflect,2024-03-03,4
t0011@sreflect,2024-03-04,4
t0011@sreflect,2024-03-05,5
t0011@sreflect,2024-03-06,5
t0011@sreflect,2024-03-07,5
t0011@sreflect,2024-03-08,5
t0011@sreflect,2024-03-09,5
t0011@sreflect,2024-03-10,5
t0011@sreflect,2024-03-11,5
t0011@sreflect,2024-03-12,6
t0011@sreflect,2024-03-13,6
t0011@sreflect,2024-03-14,6
t0011@sreflect,2024-03-15,6
t0011@sreflect,2024-03-16,6
t0011@sreflect,2024-03-17,6
t0011@sreflect,2024-03-18,6
t0011@sreflect,2024-03-19,7
t0011@sreflect,2024-03-20,7
t0011@sreflect,2024-03-21,7
t0011@sreflect,2024-03-22,7
t0011@sreflect,2024-03-23,7
t0011@sreflect,2024-03-24,7
t0011@sreflect,2024-03-25,7
t0012@sreflect,2024-02-06,1
t0012@sreflect,2024-02-07,1
t0012@sreflect,2024-02-08,1
t0012@sreflect,2024-02-09,1
t0012@sreflect,2024-02-10,1
t0012@sreflect,2024-02-11,1
t0012@sreflect,2024-02-12,1
t0012@sreflect,2024-02-13,2
t0012@sreflect,2024-02-14,2
t0012@sreflect,2024-02-15,2
t0012@sreflect,2024-02-16,2
t0012@sreflect,2024-02-17,2
t0012@sreflect,2024-02-18,2
t0012@sreflect,2024-02-19,2
t0012@sreflect,2024-02-20,3
t0012@sreflect,2024-02-21,3
t0012@sreflect,2024-02-22,3
t0012@sreflect,2024-02-23,3
t0012@sreflect,2024-02-24,3
t0012@sreflect,2024-02-25,3
t0012@sreflect,2024-02-26,3
t0012@sreflect,2024-02-27,4
t0012@sreflect,2024-02-28,4
t0012@sreflect,2024-02-29,4
t0012@sreflect,2024-03-01,4
t0012@sreflect,2024-03-02,4
t0012@sreflect,2024-03-03,4
t0012@sreflect,2024-03-04,4
t0012@sreflect,2024-03-05,5
t0012@sreflect,2024-03-06,5
t0012@sreflect,2024-03-07,5
t0012@sreflect,2024-03-08,5
t0012@sreflect,2024-03-09,5
t0012@sreflect,2024-03-10,5
t0012@sreflect,2024-03-11,5
t0012@sreflect,2024-03-12,6
t0012@sreflect,2024-03-13,6
t0012@sreflect,2024-03-14,6
t0012@sreflect,2024-03-15,6
t0012@sreflect,2024-03-16,6
t0012@sreflect,2024-03-17,6
t0012@sreflect,2024-03-18,6
t0012@sreflect,2024-03-19,7
t0012@sreflect,2024-03-20,7
t0012@sreflect,2024-03-21,7
t0012@sreflect,2024-03-22,7
t0012@sreflect,2024-03-23,7
t0012@sreflect,2024-03-24,7
t0012@sreflect,2024-03-25,7
t0012@sreflect,2024-03-26,8
t0012@sreflect,2024-03-27,8
t0012@sreflect,2024-03-28,8
t0012@sreflect,2024-03-29,8
t0012@sreflect,2024-03-30,8
t0012@sreflect,2024-03-31,8
t0012@sreflect,2024-04-01,8
t0012@sreflect,2024-04-02,9
t0012@sreflect,2024-04-03,9
t0012@sreflect,2024-04-04,9
t0012@sreflect,2024-04-05,9
t0012@sreflect,2024-04-06,9
t0012@sreflect,2024-04-07,9
t0012@sreflect,2024-04-08,9
t0012@sreflect,2024-04-09,10
t0012@sreflect,2024-04-10,10
t0012@sreflect,2024-04-11,10
t0012@sreflect,2024-04-12,10
t0012@sreflect,2024-04-13,10
t0012@sreflect,2024-04-14,10
t0012@sreflect,2024-04-15,10
t0012@sreflect,2024-04-16,11
t0012@sreflect,2024-04-17,11
t0012@sreflect,2024-04-18,11
t0012@sreflect,2024-04-19,11
t0012@sreflect,2024-04-20,11
t0013@sreflect,2024-02-06,1
t0013@sreflect,2024-02-07,1
t0013@sreflect,2024-02-08,1
t0013@sreflect,2024-02-09,1
t0013@sreflect,2024-02-10,1
t0013@sreflect,2024-02-11,1
t0013@sreflect,2024-02-12,1
t0013@sreflect,2024-02-13,2
t0013@sreflect,2024-02-14,2
t0013@sreflect,2024-02-15,2
t0013@sreflect,2024-02-16,2
t0013@sreflect,2024-02-17,2
t0013@sreflect,2024-02-18,2
t0013@sreflect,2024-02-19,2
t0013@sreflect,2024-02-20,3
t0013@sreflect,2024-02-21,3
t0013@sreflect,2024-02-22,3
t0013@sreflect,2024-02-23,3
t0013@sreflect,2024-02-24,3
t0013@sreflect,2024-02-25,3
t0013@sreflect,2024-02-26,3
t0013@sreflect,2024-02-27,4
t0013@sreflect,2024-02-28,4
t0013@sreflect,2024-02-29,4
t0013@sreflect,2024-03-01,4
t0013@sreflect,2024-03-02,4
t0013@sreflect,2024-03-03,4
t0013@sreflect,2024-03-04,4
t0013@sreflect,2024-03-05,5
t0013@sreflect,2024-03-06,5
t0013@sreflect,2024-03-07,5
t0013@sreflect,2024-03-08,5
t0013@sreflect,2024-03-09,5
t0013@sreflect,2024-03-10,5
t0013@sreflect,2024-03-11,5
t0013@sreflect,2024-03-12,6
t0013@sreflect,2024-03-13,6
t0013@sreflect,2024-03-14,6
t0013@sreflect,2024-03-15,6
t0013@sreflect,2024-03-16,6
t0013@sreflect,2024-03-17,6
t0013@sreflect,2024-03-18,6
t0013@sreflect,2024-03-19,7
t0013@sreflect,2024-03-20,7
t0013@sreflect,2024-03-21,7
t0013@sreflect,2024-03-22,7
t0013@sreflect,2024-03-23,7
t0013@sreflect,2024-03-24,7
t0013@sreflect,2024-03-25,7
t0013@sreflect,2024-03-26,8
t0013@sreflect,2024-03-27,8
t0013@sreflect,2024-03-28,8
t0013@sreflect,2024-03-29,8
t0013@sreflect,2024-03-30,8
t0013@sreflect,2024-03-31,8
t0013@sreflect,2024-04-01,8
t0014@sreflect,2024-02-07,1
t0014@sreflect,2024-02-08,1
t0014@sreflect,2024-02-13,1
t0014@sreflect,2024-02-14,2
t0014@sreflect,2024-02-15,2
t0014@sreflect,2024-02-16,2
t0014@sreflect,2024-02-17,2
t0014@sreflect,2024-02-18,2
t0014@sreflect,2024-02-19,2
t0014@sreflect,2024-02-20,2
t0014@sreflect,2024-02-21,3
t0014@sreflect,2024-02-22,3
t0014@sreflect,2024-02-23,3
t0014@sreflect,2024-02-24,3
t0014@sreflect,2024-02-25,3
t0014@sreflect,2024-02-26,3
t0014@sreflect,2024-02-27,3
t0014@sreflect,2024-02-28,4
t0014@sreflect,2024-02-29,4
t0014@sreflect,2024-03-01,4
t0014@sreflect,2024-03-02,4
t0014@sreflect,2024-03-03,4
t0014@sreflect,2024-03-04,4
t0014@sreflect,2024-03-05,4
t0014@sreflect,2024-03-06,5
t0014@sreflect,2024-03-07,5
t0014@sreflect,2024-03-08,5
t0014@sreflect,2024-03-09,5
t0014@sreflect,2024-03-10,5
t0014@sreflect,2024-03-11,5
t0014@sreflect,2024-03-12,5
t0014@sreflect,2024-03-13,6
t0014@sreflect,2024-03-14,6
t0014@sreflect,2024-03-15,6
t0014@sreflect,2024-03-16,6
t0014@sreflect,2024-03-17,6
t0014@sreflect,2024-03-18,6
t0014@sreflect,2024-03-19,6
t0014@sreflect,2024-03-20,7
t0014@sreflect,2024-03-21,7
t0014@sreflect,2024-03-22,7
t0014@sreflect,2024-03-23,7
t0014@sreflect,2024-03-24,7
t0014@sreflect,2024-03-25,7
t0015@sreflect,2024-02-08,1
t0015@sreflect,2024-02-09,1
t0015@sreflect,2024-02-10,1
t0015@sreflect,2024-02-13,1
t0015@sreflect,2024-02-14,1
t0015@sreflect,2024-02-15,2
t0015@sreflect,2024-02-16,2
t0015@sreflect,2024-02-17,2
t0015@sreflect,2024-02-18,2
t0015@sreflect,2024-02-19,2
t0015@sreflect,2024-02-20,2
t0015@sreflect,2024-02-21,2
t0015@sreflect,2024-02-22,3
t0015@sreflect,2024-02-23,3
t0015@sreflect,2024-02-24,3
t0015@sreflect,2024-02-25,3
t0015@sreflect,2024-02-26,3
t0015@sreflect,2024-02-27,3
t0015@sreflect,2024-02-28,3
t0015@sreflect,2024-02-29,4
t0015@sreflect,2024-03-01,4
t0015@sreflect,2024-03-02,4
t0015@sreflect,2024-03-03,4
t0015@sreflect,2024-03-04,4
t0015@sreflect,2024-03-05,4
t0015@sreflect,2024-03-06,4
t0015@sreflect,2024-03-07,5
t0015@sreflect,2024-03-08,5
t0015@sreflect,2024-03-09,5
t0015@sreflect,2024-03-10,5
t0015@sreflect,2024-03-11,5
t0015@sreflect,2024-03-12,5
t0015@sreflect,2024-03-13,5
t0015@sreflect,2024-03-14,6
t0015@sreflect,2024-03-15,6
t0015@sreflect,2024-03-16,6
t0015@sreflect,2024-03-17,6
t0015@sreflect,2024-03-19,6
t0015@sreflect,2024-03-20,6
t0015@sreflect,2024-03-21,7
t0015@sreflect,2024-03-22,7
t0015@sreflect,2024-03-23,7
t0015@sreflect,2024-03-24,7
t0015@sreflect,2024-03-25,7
t0015@sreflect,2024-03-26,7
t0016@sreflect,2024-02-08,1
t0016@sreflect,2024-02-09,1
t0016@sreflect,2024-02-10,1
t0016@sreflect,2024-02-11,1
t0016@sreflect,2024-02-12,1
t0016@sreflect,2024-02-13,1
t0016@sreflect,2024-02-14,1
t0016@sreflect,2024-02-15,2
t0016@sreflect,2024-02-16,2
t0016@sreflect,2024-02-17,2
t0016@sreflect,2024-02-18,2
t0016@sreflect,2024-02-19,2
t0016@sreflect,2024-02-20,2
t0016@sreflect,2024-02-21,2
t0016@sreflect,2024-02-22,3
t0016@sreflect,2024-02-23,3
t0016@sreflect,2024-02-24,3
t0016@sreflect,2024-02-25,3
t0016@sreflect,2024-02-26,3
t0016@sreflect,2024-02-27,3
t0016@sreflect,2024-02-28,3
t0016@sreflect,2024-02-29,4
t0016@sreflect,2024-03-01,4
t0016@sreflect,2024-03-02,4
t0016@sreflect,2024-03-03,4
t0016@sreflect,2024-03-04,4
t0016@sreflect,2024-03-05,4
t0016@sreflect,2024-03-06,4
t0016@sreflect,2024-03-07,5
t0016@sreflect,2024-03-08,5
t0016@sreflect,2024-03-09,5
t0016@sreflect,2024-03-10,5
t0016@sreflect,2024-03-11,5
t0016@sreflect,2024-03-12,5
t0016@sreflect,2024-03-13,5
t0016@sreflect,2024-03-14,6
t0016@sreflect,2024-03-15,6
t0016@sreflect,2024-03-16,6
t0016@sreflect,2024-03-17,6
t0016@sreflect,2024-03-18,6
t0016@sreflect,2024-03-19,6
t0016@sreflect,2024-03-20,6
t0016@sreflect,2024-03-21,7
t0016@sreflect,2024-03-22,7
t0016@sreflect,2024-03-23,7
t0016@sreflect,2024-03-24,7
t0016@sreflect,2024-03-25,7
t0017@sreflect,2024-02-12,1
t0017@sreflect,2024-02-13,1
t0017@sreflect,2024-02-20,2
t0017@sreflect,2024-02-21,2
t0017@sreflect,2024-02-22,2
t0017@sreflect,2024-02-23,2
t0017@sreflect,2024-02-24,2
t0017@sreflect,2024-02-25,2
t0017@sreflect,2024-02-26,3
t0017@sreflect,2024-02-27,3
t0017@sreflect,2024-02-28,3
t0017@sreflect,2024-02-29,3
t0017@sreflect,2024-03-01,3
t0017@sreflect,2024-03-02,3
t0017@sreflect,2024-03-03,3
t0017@sreflect,2024-03-04,4
t0017@sreflect,2024-03-05,4
t0017@sreflect,2024-03-06,4
t0017@sreflect,2024-03-07,4
t0017@sreflect,2024-03-08,4
t0017@sreflect,2024-03-09,4
t0017@sreflect,2024-03-10,4
t0017@sreflect,2024-03-11,5
t0017@sreflect,2024-03-12,5
t0017@sreflect,2024-03-13,5
t0017@sreflect,2024-03-14,5
t0017@sreflect,2024-03-15,5
t0017@sreflect,2024-03-16,5
t0017@sreflect,2024-03-17,5
t0017@sreflect,2024-03-18,6
t0017@sreflect,2024-03-19,6
t0017@sreflect,2024-03-20,6
t0017@sreflect,2024-03-21,6
t0017@sreflect,2024-03-22,6
t0017@sreflect,2024-03-23,6
t0017@sreflect,2024-03-24,6
t0017@sreflect,2024-03-25,7
t0017@sreflect,2024-03-26,7
t0017@sreflect,2024-03-27,7
t0017@sreflect,2024-03-28,7
t0017@sreflect,2024-03-29,7
t0017@sreflect,2024-03-30,7
t0017@sreflect,2024-03-31,7
t0018@sreflect,2024-02-12,1
t0018@sreflect,2024-02-13,1
t0018@sreflect,2024-02-14,1
t0018@sreflect,2024-02-15,1
t0018@sreflect,2024-02-16,1
t0018@sreflect,2024-02-17,1
t0018@sreflect,2024-02-18,1
t0018@sreflect,2024-02-19,2
t0018@sreflect,2024-02-20,2
t0018@sreflect,2024-02-21,2
t0018@sreflect,2024-02-22,2
t0018@sreflect,2024-02-23,2
t0018@sreflect,2024-02-24,2
t0018@sreflect,2024-02-25,2
t0018@sreflect,2024-02-26,3
t0018@sreflect,2024-02-27,3
t0018@sreflect,2024-02-28,3
t0018@sreflect,2024-02-29,3
t0018@sreflect,2024-03-01,3
t0018@sreflect,2024-03-02,3
t0018@sreflect,2024-03-03,3
t0018@sreflect,2024-03-04,4
t0018@sreflect,2024-03-05,4
t0018@sreflect,2024-03-06,4
t0018@sreflect,2024-03-07,4
t0018@sreflect,2024-03-08,4
t0018@sreflect,2024-03-09,4
t0018@sreflect,2024-03-10,4
t0018@sreflect,2024-03-11,5
t0018@sreflect,2024-03-12,5
t0018@sreflect,2024-03-13,5
t0018@sreflect,2024-03-14,5
t0018@sreflect,2024-03-15,5
t0018@sreflect,2024-03-16,5
t0018@sreflect,2024-03-17,5
t0018@sreflect,2024-03-18,6
t0018@sreflect,2024-03-19,6
t0018@sreflect,2024-03-20,6
t0018@sreflect,2024-03-21,6
t0018@sreflect,2024-03-22,6
t0018@sreflect,2024-03-23,6
t0018@sreflect,2024-03-24,6
t0018@sreflect,2024-03-25,7
t0018@sreflect,2024-03-26,7
t0018@sreflect,2024-03-27,7
t0018@sreflect,2024-03-28,7
t0018@sreflect,2024-03-29,7
t0018@sreflect,2024-03-30,7
t0018@sreflect,2024-03-31,7
t0018@sreflect,2024-04-01,8
t0018@sreflect,2024-04-02,8
t0019@sreflect,2024-02-14,1
t0019@sreflect,2024-02-15,1
t0019@sreflect,2024-02-16,1
t0019@sreflect,2024-02-17,1
t0019@sreflect,2024-02-18,1
t0019@sreflect,2024-02-19,1
t0019@sreflect,2024-02-20,1
t0019@sreflect,2024-02-21,2
t0019@sreflect,2024-02-22,2
t0019@sreflect,2024-02-23,2
t0019@sreflect,2024-02-24,2
t0019@sreflect,2024-02-25,2
t0019@sreflect,2024-02-26,2
t0019@sreflect,2024-02-27,2
t0019@sreflect,2024-02-28,3
t0019@sreflect,2024-02-29,3
t0019@sreflect,2024-03-01,3
t0019@sreflect,2024-03-02,3
t0019@sreflect,2024-03-03,3
t0019@sreflect,2024-03-04,3
t0019@sreflect,2024-03-05,3
t0019@sreflect,2024-03-06,4
t0019@sreflect,2024-03-07,4
t0019@sreflect,2024-03-08,4
t0019@sreflect,2024-03-09,4
t0019@sreflect,2024-03-10,4
t0019@sreflect,2024-03-11,4
t0019@sreflect,2024-03-12,4
t0019@sreflect,2024-03-13,5
t0019@sreflect,2024-03-14,5
t0019@sreflect,2024-03-15,5
t0019@sreflect,2024-03-16,5
t0019@sreflect,2024-03-17,5
t0019@sreflect,2024-03-18,5
t0019@sreflect,2024-03-19,5
t0019@sreflect,2024-03-20,6
t0019@sreflect,2024-03-21,6
t0019@sreflect,2024-03-22,6
t0019@sreflect,2024-03-23,6
t0019@sreflect,2024-03-24,6
t0019@sreflect,2024-03-25,6
t0019@sreflect,2024-03-26,6
t0020@sreflect,2024-02-14,1
t0020@sreflect,2024-02-15,1
t0020@sreflect,2024-02-16,1
t0020@sreflect,2024-02-17,1
t0020@sreflect,2024-02-18,1
t0020@sreflect,2024-02-19,1
t0020@sreflect,2024-02-20,1
t0020@sreflect,2024-02-21,2
t0020@sreflect,2024-02-22,2
t0020@sreflect,2024-02-23,2
t0020@sreflect,2024-02-24,2
t0020@sreflect,2024-02-25,2
t0020@sreflect,2024-02-26,2
t0020@sreflect,2024-02-27,2
t0020@sreflect,2024-02-28,3
t0020@sreflect,2024-02-29,3
t0020@sreflect,2024-03-01,3
t0020@sreflect,2024-03-02,3
t0020@sreflect,2024-03-03,3
t0020@sreflect,2024-03-04,3
t0020@sreflect,2024-03-05,3
t0020@sreflect,2024-03-06,4
t0020@sreflect,2024-03-07,4
t0020@sreflect,2024-03-08,4
t0020@sreflect,2024-03-09,4
t0020@sreflect,2024-03-10,4
t0020@sreflect,2024-03-11,4
t0020@sreflect,2024-03-12,4
t0020@sreflect,2024-03-13,5
t0020@sreflect,2024-03-14,5
t0020@sreflect,2024-03-15,5
t0020@sreflect,2024-03-16,5
t0020@sreflect,2024-03-17,5
t0020@sreflect,2024-03-18,5
t0020@sreflect,2024-03-19,5
t0020@sreflect,2024-03-20,6
t0020@sreflect,2024-03-21,6
t0020@sreflect,2024-03-22,6
t0020@sreflect,2024-03-23,6
t0020@sreflect,2024-03-24,6
t0020@sreflect,2024-03-25,6
t0022@sreflect,2024-02-15,1
t0022@sreflect,2024-02-16,1
t0022@sreflect,2024-02-17,1
t0022@sreflect,2024-02-18,1
t0022@sreflect,2024-02-19,1
t0022@sreflect,2024-02-20,1
t0022@sreflect,2024-02-21,1
t0022@sreflect,2024-02-22,2
t0022@sreflect,2024-02-23,2
t0022@sreflect,2024-02-24,2
t0022@sreflect,2024-02-25,2
t0022@sreflect,2024-02-26,2
t0022@sreflect,2024-02-27,2
t0022@sreflect,2024-02-28,2
t0022@sreflect,2024-02-29,3
t0022@sreflect,2024-03-01,3
t0022@sreflect,2024-03-02,3
t0022@sreflect,2024-03-03,3
t0022@sreflect,2024-03-04,3
t0022@sreflect,2024-03-05,3
t0022@sreflect,2024-03-06,3
t0022@sreflect,2024-03-07,4
t0022@sreflect,2024-03-08,4
t0022@sreflect,2024-03-09,4
t0022@sreflect,2024-03-10,4
t0022@sreflect,2024-03-11,4
t0022@sreflect,2024-03-12,4
t0022@sreflect,2024-03-13,4
t0022@sreflect,2024-03-14,5
t0022@sreflect,2024-03-15,5
t0022@sreflect,2024-03-16,5
t0022@sreflect,2024-03-17,5
t0022@sreflect,2024-03-18,5
t0022@sreflect,2024-03-19,5
t0022@sreflect,2024-03-20,5
t0022@sreflect,2024-03-21,6
t0022@sreflect,2024-03-22,6
t0022@sreflect,2024-03-23,6
t0022@sreflect,2024-03-24,6
t0022@sreflect,2024-03-25,6
